text,label,lang,channel,family,template,source,split
Great! How is the office today?,0,en,sms,uci,,uci_sms,test
"It's cool, we can last a little while. Getting more any time soon?",0,en,sms,uci,,uci_sms,train
:-( sad puppy noise,0,en,sms,uci,,uci_sms,train
Yes its possible but dint try. Pls dont tell to any one k,0,en,sms,uci,,uci_sms,train
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,0,en,sms,uci,,uci_sms,test
Where you. What happen,0,en,sms,uci,,uci_sms,train
I was gonna ask you lol but i think its at 7,0,en,sms,uci,,uci_sms,train
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1,en,sms,uci,,uci_sms,train
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1,en,sms,uci,,uci_sms,test
Go chase after her and run her over while she's crossing the street,0,en,sms,uci,,uci_sms,train
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1,en,sms,uci,,uci_sms,train
Is there coming friday is leave for pongal?do you get any news from your work place.,0,en,sms,uci,,uci_sms,train
Hey... Very inconvenient for your sis a not huh?,0,en,sms,uci,,uci_sms,train
Ok i vl..do u know i got adsense approved..,0,en,sms,uci,,uci_sms,test
"* Was really good to see you the other day dudette, been missing you!",0,en,sms,uci,,uci_sms,train
I want to go to perumbavoor,0,en,sms,uci,,uci_sms,train
How many times i told in the stage all use to laugh. You not listen aha.,0,en,sms,uci,,uci_sms,train
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,en,sms,uci,,uci_sms,train
(You didn't hear it from me),0,en,sms,uci,,uci_sms,train
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0,en,sms,uci,,uci_sms,train
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,0,en,sms,uci,,uci_sms,train
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,en,sms,uci,,uci_sms,train
She ran off with a younger man. we will make pretty babies together :),0,en,sms,uci,,uci_sms,train
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,en,sms,uci,,uci_sms,train
O ic lol. Should play 9 doors sometime yo,0,en,sms,uci,,uci_sms,test
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0,en,sms,uci,,uci_sms,train
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,en,sms,uci,,uci_sms,train
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,0,en,sms,uci,,uci_sms,test
Hmmm.still we dont have opener?,0,en,sms,uci,,uci_sms,test
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0,en,sms,uci,,uci_sms,train
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0,en,sms,uci,,uci_sms,train
I will vote for wherever my heart guides me,0,en,sms,uci,,uci_sms,test
With my sis lor... We juz watched italian job.,0,en,sms,uci,,uci_sms,test
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0,en,sms,uci,,uci_sms,train
Lmao you know me so well...,0,en,sms,uci,,uci_sms,train
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,en,sms,uci,,uci_sms,train
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0,en,sms,uci,,uci_sms,train
Goodnight da thangam I really miss u dear.,0,en,sms,uci,,uci_sms,train
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0,en,sms,uci,,uci_sms,train
"Geeeee ... Your internet is really bad today, eh ?",0,en,sms,uci,,uci_sms,train
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1,en,sms,uci,,uci_sms,train
I think i am disturbing her da,0,en,sms,uci,,uci_sms,train
"Sorry, I'll call you  later. I am in meeting sir.",0,en,sms,uci,,uci_sms,train
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0,en,sms,uci,,uci_sms,test
Ok i also wan 2 watch e 9 pm show...,0,en,sms,uci,,uci_sms,train
I dunno lei... Like dun haf...,0,en,sms,uci,,uci_sms,train
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,en,sms,uci,,uci_sms,test
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,en,sms,uci,,uci_sms,train
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1,en,sms,uci,,uci_sms,train
Talk to g and x about that,0,en,sms,uci,,uci_sms,train
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0,en,sms,uci,,uci_sms,train
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,en,sms,uci,,uci_sms,train
As in different styles?,0,en,sms,uci,,uci_sms,test
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,1,en,sms,uci,,uci_sms,train
Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,en,sms,uci,,uci_sms,train
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,en,sms,uci,,uci_sms,train
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,en,sms,uci,,uci_sms,train
"Well, i'm glad you didn't find it totally disagreeable ... Lol",0,en,sms,uci,,uci_sms,train
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,en,sms,uci,,uci_sms,train
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1,en,sms,uci,,uci_sms,train
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0,en,sms,uci,,uci_sms,train
"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..",0,en,sms,uci,,uci_sms,test
"Yeah, give me a call if you've got a minute",0,en,sms,uci,,uci_sms,train
"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",0,en,sms,uci,,uci_sms,train
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0,en,sms,uci,,uci_sms,test
Aiya we discuss later lar... Pick ü up at 4 is it?,0,en,sms,uci,,uci_sms,test
Hey happy birthday...,0,en,sms,uci,,uci_sms,train
Sorry i missed your call. Can you please call back.,0,en,sms,uci,,uci_sms,test
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,0,en,sms,uci,,uci_sms,train
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,en,sms,uci,,uci_sms,train
I wont do anything de.,0,en,sms,uci,,uci_sms,test
What type of stuff do you sing?,0,en,sms,uci,,uci_sms,train
"St andre, virgil's cream",0,en,sms,uci,,uci_sms,test
No no. I will check all rooms befor activities,0,en,sms,uci,,uci_sms,train
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,en,sms,uci,,uci_sms,train
Gokila is talking with you aha:),0,en,sms,uci,,uci_sms,train
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",0,en,sms,uci,,uci_sms,train
K.k.this month kotees birthday know?,0,en,sms,uci,,uci_sms,test
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0,en,sms,uci,,uci_sms,train
Sorry about that this is my mates phone and i didnt write it love Kate,0,en,sms,uci,,uci_sms,train
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,en,sms,uci,,uci_sms,train
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,en,sms,uci,,uci_sms,train
"Aight, call me once you're close",0,en,sms,uci,,uci_sms,train
Nope thats fine. I might have a nap tho! ,0,en,sms,uci,,uci_sms,train
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,en,sms,uci,,uci_sms,train
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,en,sms,uci,,uci_sms,test
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0,en,sms,uci,,uci_sms,test
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,en,sms,uci,,uci_sms,train
Ding me on ya break fassyole! Blacko from londn,0,en,sms,uci,,uci_sms,train
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0,en,sms,uci,,uci_sms,train
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,en,sms,uci,,uci_sms,train
Oh you got many responsibilities.,0,en,sms,uci,,uci_sms,train
You have 1 new message. Please call 08715205273,1,en,sms,uci,,uci_sms,test
I've reached sch already...,0,en,sms,uci,,uci_sms,train
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1,en,sms,uci,,uci_sms,train
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,en,sms,uci,,uci_sms,train
Argh why the fuck is nobody in town ;_;,0,en,sms,uci,,uci_sms,test
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,en,sms,uci,,uci_sms,train
Thanks. Fills me with complete calm and reassurance! ,0,en,sms,uci,,uci_sms,test
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,en,sms,uci,,uci_sms,test
Are you driving or training?,0,en,sms,uci,,uci_sms,train
Lol for real. She told my dad I have cancer,0,en,sms,uci,,uci_sms,train
PRIVATE! Your 2003 Account Statement for 078,1,en,sms,uci,,uci_sms,train
"Oops I did have it,  &lt;#&gt; ?",0,en,sms,uci,,uci_sms,train
"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""",0,en,sms,uci,,uci_sms,train
"Hi Chikku, send some nice msgs",0,en,sms,uci,,uci_sms,test
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,en,sms,uci,,uci_sms,train
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,en,sms,uci,,uci_sms,test
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,en,sms,uci,,uci_sms,train
Cuz ibored. And don wanna study,0,en,sms,uci,,uci_sms,train
Wot about on wed nite I am 3 then but only til 9!,0,en,sms,uci,,uci_sms,train
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,en,sms,uci,,uci_sms,train
Any way where are you and what doing.,0,en,sms,uci,,uci_sms,train
That sucks. I'll go over so u can do my hair. You'll do it free right?,0,en,sms,uci,,uci_sms,train
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0,en,sms,uci,,uci_sms,train
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,en,sms,uci,,uci_sms,train
Sday only joined.so training we started today:),0,en,sms,uci,,uci_sms,train
Sorry * was at the grocers.,0,en,sms,uci,,uci_sms,train
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,en,sms,uci,,uci_sms,train
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,en,sms,uci,,uci_sms,train
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0,en,sms,uci,,uci_sms,train
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,en,sms,uci,,uci_sms,train
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,en,sms,uci,,uci_sms,train
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,en,sms,uci,,uci_sms,train
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,en,sms,uci,,uci_sms,train
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,en,sms,uci,,uci_sms,train
I'm in office now da:)where are you?,0,en,sms,uci,,uci_sms,train
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,en,sms,uci,,uci_sms,test
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,en,sms,uci,,uci_sms,train
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,en,sms,uci,,uci_sms,train
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,en,sms,uci,,uci_sms,train
Pls call me da. What happen.,0,en,sms,uci,,uci_sms,test
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,en,sms,uci,,uci_sms,test
No problem with the renewal. I.ll do it right away but i dont know his details.,0,en,sms,uci,,uci_sms,train
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,en,sms,uci,,uci_sms,train
Haven't left yet so probably gonna be here til dinner,0,en,sms,uci,,uci_sms,train
"Like  &lt;#&gt; , same question",0,en,sms,uci,,uci_sms,train
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,en,sms,uci,,uci_sms,train
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,en,sms,uci,,uci_sms,train
K k:) sms chat with me.,0,en,sms,uci,,uci_sms,test
I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,en,sms,uci,,uci_sms,train
No but the bluray player can,0,en,sms,uci,,uci_sms,train
Ok... Then r we meeting later?,0,en,sms,uci,,uci_sms,test
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0,en,sms,uci,,uci_sms,train
Just send a text. We'll skype later.,0,en,sms,uci,,uci_sms,train
Ok leave no need to ask,0,en,sms,uci,,uci_sms,train
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,en,sms,uci,,uci_sms,train
Ü still got lessons?  Ü in sch?,0,en,sms,uci,,uci_sms,train
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,en,sms,uci,,uci_sms,test
Oh did you charge camera,0,en,sms,uci,,uci_sms,test
"I‘ve got some salt, you can rub it in my open wounds if you like!",0,en,sms,uci,,uci_sms,train
Now i'm going for lunch.,0,en,sms,uci,,uci_sms,train
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,0,en,sms,uci,,uci_sms,train
Oh k. . I will come tomorrow,0,en,sms,uci,,uci_sms,train
"Aight, text me tonight and we'll see what's up",0,en,sms,uci,,uci_sms,train
U 2.,0,en,sms,uci,,uci_sms,test
Water logging in desert. Geoenvironmental implications.,0,en,sms,uci,,uci_sms,train
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,en,sms,uci,,uci_sms,test
Company is very good.environment is terrific and food is really nice:),0,en,sms,uci,,uci_sms,train
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0,en,sms,uci,,uci_sms,train
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,en,sms,uci,,uci_sms,train
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",0,en,sms,uci,,uci_sms,test
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,en,sms,uci,,uci_sms,train
K sure am in my relatives home. Sms me de. Pls:-),0,en,sms,uci,,uci_sms,test
I sent them. Do you like?,0,en,sms,uci,,uci_sms,train
"Fuuuuck I need to stop sleepin, sup",0,en,sms,uci,,uci_sms,train
I'm in town now so i'll jus take mrt down later.,0,en,sms,uci,,uci_sms,train
I just cooked a rather nice salmon a la you,0,en,sms,uci,,uci_sms,train
I uploaded mine to Facebook,0,en,sms,uci,,uci_sms,train
WHAT TIME U WRKIN?,0,en,sms,uci,,uci_sms,test
Okie,0,en,sms,uci,,uci_sms,train
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,en,sms,uci,,uci_sms,train
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,en,sms,uci,,uci_sms,train
"Sorry, I'll call later",0,en,sms,uci,,uci_sms,train
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,en,sms,uci,,uci_sms,train
"It's wylie, you in tampa or sarasota?",0,en,sms,uci,,uci_sms,test
Ok... Take ur time n enjoy ur dinner...,0,en,sms,uci,,uci_sms,train
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,en,sms,uci,,uci_sms,train
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1,en,sms,uci,,uci_sms,train
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,0,en,sms,uci,,uci_sms,test
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,en,sms,uci,,uci_sms,test
Ugh my leg hurts. Musta overdid it on mon.,0,en,sms,uci,,uci_sms,train
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,en,sms,uci,,uci_sms,train
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,en,sms,uci,,uci_sms,train
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0,en,sms,uci,,uci_sms,train
Me fine..absolutly fine,0,en,sms,uci,,uci_sms,train
How come she can get it? Should b quite diff to guess rite...,0,en,sms,uci,,uci_sms,train
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,en,sms,uci,,uci_sms,test
I will reach ur home in  &lt;#&gt;  minutes,0,en,sms,uci,,uci_sms,train
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,en,sms,uci,,uci_sms,train
Hi.what you think about match?,0,en,sms,uci,,uci_sms,train
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,en,sms,uci,,uci_sms,train
Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,en,sms,uci,,uci_sms,train
It is only yesterday true true.,0,en,sms,uci,,uci_sms,train
K.k.how is your business now?,0,en,sms,uci,,uci_sms,train
3 pa but not selected.,0,en,sms,uci,,uci_sms,train
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,en,sms,uci,,uci_sms,test
I keep ten rs in my shelf:) buy two egg.,0,en,sms,uci,,uci_sms,train
I am late. I will be there at,0,en,sms,uci,,uci_sms,train
Well thats nice. Too bad i cant eat it,0,en,sms,uci,,uci_sms,train
I accidentally brought em home in the box,0,en,sms,uci,,uci_sms,train
Pls she needs to dat slowly or she will vomit more.,0,en,sms,uci,,uci_sms,train
I have to take exam with in march 3,0,en,sms,uci,,uci_sms,train
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,en,sms,uci,,uci_sms,train
5 nights...We nt staying at port step liao...Too ex,0,en,sms,uci,,uci_sms,train
If I die I want u to have all my stuffs.,0,en,sms,uci,,uci_sms,train
"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""",0,en,sms,uci,,uci_sms,test
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,en,sms,uci,,uci_sms,test
Prabha..i'm soryda..realy..frm heart i'm sory,0,en,sms,uci,,uci_sms,train
I re-met alex nichols from middle school and it turns out he's dealing!,0,en,sms,uci,,uci_sms,train
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,en,sms,uci,,uci_sms,test
It means u could not keep ur words.,0,en,sms,uci,,uci_sms,train
"Nope, I'm still in the market",0,en,sms,uci,,uci_sms,test
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,en,sms,uci,,uci_sms,train
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,en,sms,uci,,uci_sms,train
Hey what how about your project. Started aha da.,0,en,sms,uci,,uci_sms,train
Ok cool. See ya then.,0,en,sms,uci,,uci_sms,train
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,en,sms,uci,,uci_sms,train
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,en,sms,uci,,uci_sms,train
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,1,en,sms,uci,,uci_sms,train
Yeah I can still give you a ride,0,en,sms,uci,,uci_sms,train
"Jay wants to work out first, how's 4 sound?",0,en,sms,uci,,uci_sms,train
"Gud gud..k, chikku tke care.. sleep well gud nyt",0,en,sms,uci,,uci_sms,train
Its a part of checking IQ,0,en,sms,uci,,uci_sms,train
Hmm thinking lor...,0,en,sms,uci,,uci_sms,train
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,en,sms,uci,,uci_sms,test
thanks for the temales it was wonderful. Thank. Have a great week.,0,en,sms,uci,,uci_sms,train
Thank you princess! I want to see your nice juicy booty...,0,en,sms,uci,,uci_sms,test
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,en,sms,uci,,uci_sms,train
Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,en,sms,uci,,uci_sms,train
U come n search tat vid..not finishd..,0,en,sms,uci,,uci_sms,train
"K I'm leaving soon, be there a little after 9",0,en,sms,uci,,uci_sms,train
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,en,sms,uci,,uci_sms,test
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,en,sms,uci,,uci_sms,train
You do your studies alone without anyones help. If you cant no need to study.,0,en,sms,uci,,uci_sms,train
Please tell me not all of my car keys are in your purse,0,en,sms,uci,,uci_sms,train
I didnt get anything da,0,en,sms,uci,,uci_sms,train
Ok... Sweet dreams...,0,en,sms,uci,,uci_sms,test
Well she's in for a big surprise!,0,en,sms,uci,,uci_sms,train
"As usual..iam fine, happy &amp; doing well..:)",0,en,sms,uci,,uci_sms,train
1 in cbe. 2 in chennai.,0,en,sms,uci,,uci_sms,train
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,en,sms,uci,,uci_sms,train
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,en,sms,uci,,uci_sms,train
I absolutely LOVE South Park! I only recently started watching the office.,0,en,sms,uci,,uci_sms,train
Did you see that film:),0,en,sms,uci,,uci_sms,test
Pls speak with me. I wont ask anything other then you friendship.,0,en,sms,uci,,uci_sms,test
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,en,sms,uci,,uci_sms,test
Gud ni8.swt drms.take care,0,en,sms,uci,,uci_sms,train
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,en,sms,uci,,uci_sms,test
Anything lar then ü not going home 4 dinner?,0,en,sms,uci,,uci_sms,train
"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",0,en,sms,uci,,uci_sms,train
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,en,sms,uci,,uci_sms,train
Did u fix the teeth?if not do it asap.ok take care.,0,en,sms,uci,,uci_sms,train
So u wan 2 come for our dinner tonight a not?,0,en,sms,uci,,uci_sms,train
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,en,sms,uci,,uci_sms,train
Its too late:)but its k.wish you the same.,0,en,sms,uci,,uci_sms,test
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,en,sms,uci,,uci_sms,train
Oh yeah clearly it's my fault,0,en,sms,uci,,uci_sms,test
